timestamp,requests_per_min,error_rate,p95_latency_ms,cpu_utilization,mem_utilization,label
2025-01-01 00:00:00,329.14151239263293,0.009341495999747476,157.639504797562,44.27314044975013,76.4674642378381,0
2025-01-01 00:01:00,288.8004768127851,0.013442366710627367,172.3449686483864,50.80114329968061,65.39845206438486,0
2025-01-01 00:02:00,342.51353587419374,0.006437258280098975,168.80959331781696,38.03471799299706,58.42578034751956,0
2025-01-01 00:03:00,348.2169414917364,0.017754821929436924,178.52031973403453,50.931747320411375,73.56421853138137,0
2025-01-01 00:04:00,261.4689443403849,0.011423889359781295,149.95203999977363,42.53419559448532,59.91541297708283,0
2025-01-01 00:05:00,280.9346147941304,0.013160161585934142,157.58667252041676,46.46021645719991,62.79511631496835,0
2025-01-01 00:06:00,323.83521209501856,0.021303119167526738,162.78784254797978,58.36051732616899,59.07730513761424,0
2025-01-01 00:07:00,310.51272222969254,0.018065760402357616,153.54141743477564,53.77607654702459,71.91195102466004,0
2025-01-01 00:08:00,319.4959652748713,0.010773737514851769,140.07014225207314,54.54727619659855,61.37009176216472,0
2025-01-01 00:09:00,294.4086821727926,0.009627119260518563,141.68893664150573,35.8303612928651,62.896904604437054,0
2025-01-01 00:10:00,346.38193924588484,0.010697819953921873,129.56104004175086,64.6951613586321,69.22269291815267,0
2025-01-01 00:11:00,343.33375806286847,0.014039592993906143,160.54042074774574,40.464949512465,65.51083674476646,0
2025-01-01 00:12:00,321.98092092683646,0.011579103462996516,147.6496206478711,62.22848651435092,61.67391160919557,0
2025-01-01 00:13:00,353.81723620904097,0.010419023419986113,133.42065623408087,58.17235092785189,68.66234583414477,0
2025-01-01 00:14:00,334.02528026756136,0.01786872500283617,133.44387951688518,54.61866193427744,77.23089937656772,0
2025-01-01 00:15:00,294.22122611350284,0.011543160432888652,119.74003180543028,43.16012175273295,63.90446269279653,0
2025-01-01 00:16:00,331.062523522475,0.021198356372149278,174.47103353093,51.212718758556186,62.700560527235396,0
2025-01-01 00:17:00,291.23352197513003,0.012362970255008692,151.9654417382947,46.23262871484112,63.02376250171449,0
2025-01-01 00:18:00,346.3535090392182,0.01914127357689891,128.42999951066824,50.232316572042336,69.8625770049891,0
2025-01-01 00:19:00,318.50222267041244,0.013429277690842508,170.21369374005045,48.00102192731552,58.404813589802465,0
2025-01-01 00:20:00,314.45412909364217,0.01585184229299779,135.98877975514068,33.691115947420734,60.330094641730035,0
2025-01-01 00:21:00,299.57211366788175,0.009101555793929102,114.83748432469417,58.974273207876706,52.77534230524015,0
2025-01-01 00:22:00,356.6762401602209,0.008584963109650352,175.53055723047834,49.35114274760511,54.89679282416016,0
2025-01-01 00:23:00,315.36411553793596,0.01383882382005995,136.57257526084717,46.1215968039821,58.89319998381218,0
2025-01-01 00:24:00,307.1501653351068,0.015954212969861263,139.77752274478027,45.51738213736186,61.66437803563746,0
2025-01-01 00:25:00,309.4359934853531,0.012161026008001851,151.02950050872943,52.86767661093415,72.61449995462071,0
2025-01-01 00:26:00,335.96927556660046,0.006854426659665212,178.56473056975287,42.84994929364422,65.21595682955135,0
2025-01-01 00:27:00,330.96332193092235,0.006558966534842692,150.5009322716578,31.958595532207653,56.52752893886124,0
2025-01-01 00:28:00,332.3819783478797,0.0062914543912550355,120.02207184636924,53.25703842566621,57.63211708781531,0
2025-01-01 00:29:00,332.92463009023646,0.004929511548242476,163.5969251028045,54.15282398365457,70.24849209938392,0
2025-01-01 00:30:00,384.24942802611383,0.01243794143778835,137.8752568934569,48.402945402578936,68.75966209177516,0
2025-01-01 00:31:00,307.80754950846153,0.0165001756868321,197.19809928823665,40.81677699847993,62.16889946134522,0
2025-01-01 00:32:00,304.6327181278539,0.011946336852300765,149.97200695005276,50.711484327114285,59.34484120676701,0
2025-01-01 00:33:00,295.5868181525637,0.0029583409706485913,94.12411255253335,38.28374105349129,68.74959701422786,0
